ac_year,district_cd,District,Budget_district_seq,block_cd_1,Block_Name,MNC_SR,MNC_Desc,block_cd_2,vill_ward_cd,Village_Name,cluster_cd,Cluster_Name,udise_sch_code,school_name,address,pincode,Establishment,sch_loc_r_u,sch_category_id,School_category,sch_type,sch_mgmt_id,Mgt_desc,state_mgt_3,state_mgt_4,class_frm,class_to,medinstr1,medium_desc,medium_state,medinstr2,medinstr3,medinstr4,latitude,longitude,ppsec_yn,stdcode,mobile,stdcode_resp,phone_resp,mobile_resp,website,email,resp_name,cwsn_sch_yn,shift_sch_yn,resi_sch_type,resi_sch_type_Desc,minority_yn,minority_type,Minority_desc,anganwadi_yn,anganwadi_code,anganwadi_stu_b,anganwadi_stu_g,anganwadi_tch_trained,board_sec,Board_Desc_Sec,board_sec_no,board_sec_oth,board_hsec,Board_Hseco_Desc,board_hsec_no,board_hsec_oth,prevoc_yn,eduvoc_yn,cpp_b,cpp_g,cpp_t,c1_b,c1_g,c1_t,c2_b,c2_g,c2_t,c3_b,c3_g,c3_t,c4_b,c4_g,c4_t,c5_b,c5_g,c5_t,c6_b,c6_g,c6_t,c7_b,c7_g,c7_t,c8_b,c8_g,c8_t,c9_b,c9_g,c9_t,c10_b,c10_g,c10_t,c11_b,c11_g,c11_t,c12_b,c12_g,c12_t,c1to5b,c1to5g,c1to5t,c6to8b,c6to8g,c6to8t,c1to8b,c1to8g,c1to8t,c9to10b,c9to10g,c9to10t,c11to12b,c11to12g,c11to12t,c9to12b,c9to12g,c9to12t,c1to12b,c1to12g,c1to12t,Enr_range_school_grant
2020-21,2712,Gadchiroli,10,271210,Korchi,0,ZP,271210,271210055,MASELI,2712100004,BOTEKASA,27121005502,GOVT. P.B. ASHRAM  SCHOOL MASELI,"AT POST MASELI, TA. KORCHI, DIST. GADCHIROLI",441209,1974,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,20.786665,80.440312,2,,9421856696,,,9404814039,,maseliashram@gmail.com,PRABHUDAS JAGUJI LADE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,909009,,0,Null,,,2,1,0,0,0,1,2,3,5,1,6,4,2,6,5,8,13,4,14,18,17,21,38,15,16,31,32,19,51,21,22,43,15,25,40,0,0,0,0,0,0,19,27,46,64,56,120,83,83,166,36,47,83,0,0,0,36,47,83,119,130,249,101 to 250
2020-21,2712,Gadchiroli,10,271210,Korchi,0,ZP,271210,271210031,BEDGAON,2712100002,BEDGAON,27121003102,Z.P. HIGH SCHOOL BEDGAON,"Z P HIGH SCHOOL BEDGAON, TA-KORCHI, DIST-GADCHIROLI",441209,1986,1,5,Higher Secondary with grades 6 to 12,3,16,Zilla Parishad,1_Govt,1_Govt,8,12,10,Marathi,01 Marathi,0,0,0,20.681805,80.454707,9,,9403685955,,,9403685955,,zphsbedgaon@gmail.com,ASHA SOMESHWAR SONKUSARE,2,1,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,909003,,2,State Board,909001,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,41,23,16,39,24,16,40,22,24,46,18,15,33,0,0,0,19,22,41,19,22,41,47,32,79,40,39,79,87,71,158,106,93,199,101 to 250
2020-21,2712,Gadchiroli,10,271209,Mulchera,0,ZP,271209,271209047,LOHARA,2712090004,GANDHINAGAR,27120904702,"GOVT. ASHRAM SCHOOL, Lohara",At Lohara Tah Mulchera Dist Gadchiroli,442707,1991,1,7,Secondary with grades 6 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.643912,79.920649,9,,9421730206,,,9421730206,,govt.lohara@gmail.com,V.S.Mudawar,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,0,,0,0,9,2,State Board,911010,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37,20,6,26,17,2,19,15,14,29,12,12,24,0,0,0,0,0,0,0,0,0,51,31,82,51,31,82,27,26,53,0,0,0,27,26,53,78,57,135,101 to 250
2020-21,2712,Gadchiroli,10,271209,Mulchera,0,ZP,271209,271209037,MULCHERA,2712090001,MULCHERA,27120903703,"GOVT. ASHRAM SCHOOL, Mulchera","At - Vivekanandpur Ta- Mulchera, Dist-  Gadchiroli",442707,1990,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.671969,80.01339,2,7135,9403410902,7135,271121,9403410902,,gov.pbamulchera@gmail.com,GAJENDRA B. SONONE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.11.016,,0,Null,,,2,2,0,0,0,1,2,3,8,7,15,1,4,5,5,5,10,10,10,20,10,12,22,18,14,32,31,12,43,25,10,35,17,20,37,0,0,0,0,0,0,25,28,53,59,38,97,84,66,150,42,30,72,0,0,0,42,30,72,126,96,222,101 to 250
2020-21,2712,Gadchiroli,10,271208,Sironcha,0,ZP,271208,271208099,BAMNI,2712080007,RANGAYYAPALLI,27120809902,GOVT. ASHRAM SCHOOL BAMNI ,At.Post. Bamni T.Sironcha Dist. Gadchiroli,442504,1977,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,18.850239,79.959465,2,,7588772726,,,9403940675,,sanbamni@gmail.com,AKHADE AJAY PANDURANG,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.12.010,,2,State Board,09.12.006,,2,2,0,0,0,0,1,1,5,9,14,3,1,4,4,4,8,4,8,12,1,10,11,17,11,28,9,14,23,19,15,34,16,9,25,21,20,41,20,12,32,16,23,39,27,35,62,43,58,101,35,24,59,41,32,73,76,56,132,119,114,233,101 to 250
2020-21,2712,Gadchiroli,10,271208,Sironcha,0,ZP,271208,271208009,SIRONCHA MAL,2712080001,SIRONCHA,27120800903,GOVERNMENT S.C.  NAVBAUDHA GIRLS RESIDENTIAL SCHOOL SIRONCHA MAL,"At. Sironcha mal, Asarali road, Near Vanudhyan, Sironcha.",442504,2013,1,7,Secondary with grades 6 to 10,2,10,Social Welfare,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,18.8352,79.969222,9,,9403318038,,,9403877638,,swgrs.sironcha66@gmail.com,KALPANA MAHADEO HAJARE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,0,,0,0,9,2,State Board,912020,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,37,37,0,37,37,0,37,37,0,36,36,0,0,0,0,0,0,0,0,0,0,92,92,0,92,92,0,73,73,0,0,0,0,73,73,0,165,165,101 to 250
2020-21,2712,Gadchiroli,10,271208,Sironcha,0,ZP,271208,271208001,SIRONCHA,2712080001,SIRONCHA,27120800113,MODEL SCHOOL SIRONCHA,"MODEL SCHOOL,SIRONCHA BHOI WARD NO.16 SIRONCHA DIST._GADCHIROLI PIN NO. - 442504",442504,2012,1,7,Secondary with grades 6 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,6,10,19,English,02 English,0,0,0,18.85136,79.959867,9,,9423848527,,,9423848527,,modelschoolsironcha@gmail.com,WILSON SURYAKANT SAGALGILE,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,09.12.019,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,15,9,24,16,18,34,23,12,35,21,2,23,0,0,0,0,0,0,0,0,0,38,31,69,38,31,69,44,14,58,0,0,0,44,14,58,82,45,127,101 to 250
2020-21,2712,Gadchiroli,10,271208,Sironcha,0,ZP,271208,271208001,SIRONCHA,2712080001,SIRONCHA,27120800111,KASTURBA GANDHI BALIKA VIDYALAYA SIRONCHA ,At.Post. T. Sironcha Dist. Gadchiroli,442504,2011,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,18.840152,79.963847,9,,8275548212,,,8275548212,,sironchakgbv@gmail.com,ku manisha n. sakhare,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,09.12.16,,0,Null,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,32,32,0,42,42,0,24,24,0,26,26,0,0,0,0,0,0,0,0,0,0,86,86,0,86,86,0,50,50,0,0,0,0,50,50,0,136,136,101 to 250
2020-21,2712,Gadchiroli,10,271207,Etapalli,0,ZP,271207,271207191,JAMBIYA,2712070008,GATTA,27120719101,GOVT. P. B. ASHRAM SCHOOL,At. Jambiya Po. Gatta Tah. Etapalli Distt. Gadchiroli,442704,1973,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.622122,80.491004,2,,9403329527,,,9404233415,,moreshwarbarsagade38@gmail.com,M.D. BARSAGADE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,908008,,2,State Board,908008,,2,2,0,0,0,3,5,8,2,4,6,8,8,16,2,3,5,6,10,16,1,5,6,8,9,17,20,14,34,17,9,26,7,3,10,19,16,35,5,2,7,21,30,51,29,28,57,50,58,108,24,12,36,24,18,42,48,30,78,98,88,186,101 to 250
2020-21,2712,Gadchiroli,10,271207,Etapalli,0,ZP,271207,271207116,ETAPALLI,2712070001,ETAPALLI,27120711608,KASTURBA GANDHI BALIKA VIDYALAYA ETAPALLI,AT POST TALUKA ETAPALLI DISTRICT GADCHIROLI,442704,2011,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.593909,80.227911,9,,9422190181,,,9422190181,,kgbvetapalli@gmail.com,GAYATRI D. KARODE,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,908022,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,35,35,0,38,38,0,22,22,0,28,28,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,50,50,0,0,0,0,50,50,0,150,150,101 to 250
2020-21,2712,Gadchiroli,10,271206,Aheri,0,ZP,271206,271206158,WANGEPALLI (COLONY),2712060002,MAHAGAON,27120615802,GOVT. SCST RES. SCHOOL WANGEPALLI,Wangepalli Taluka Aheri District Gadchiroli,442705,2011,1,7,Secondary with grades 6 to 10,1,10,Social Welfare,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,19,0,0,19.417592,79.983888,9,,7588894716,7132,222129,7588894716,,raviithule05@gmail.com,RAVISHANKAR PANDURANG ITHULE,2,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,0,,0,0,9,2,State Board,09.02.034,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,34,0,34,38,0,38,38,0,38,35,0,35,0,0,0,0,0,0,0,0,0,108,0,108,108,0,108,73,0,73,0,0,0,73,0,73,181,0,181,101 to 250
2020-21,2712,Gadchiroli,10,271206,Aheri,0,ZP,271206,271206110,AHERI,2712060001,AHERI,27120611023,MODEL SCHOOL AHERI,"Bypass Road, in front of Tekdi Hanuman Mandir,Aheri, ",442703,2012,1,7,Secondary with grades 6 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,6,10,19,English,02 English,0,0,0,19.425961,80.063255,9,,7773987646,,,9404340624,,pramodrohankar2@gmail.com,Shivhar Raghunathrao Somvanshi,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,09.02.036,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,41,23,15,38,15,28,43,24,16,40,15,19,34,0,0,0,0,0,0,0,0,0,60,62,122,60,62,122,39,35,74,0,0,0,39,35,74,99,97,196,101 to 250
2020-21,2712,Gadchiroli,10,271206,Aheri,0,ZP,271206,271206071,INDARAM,2712060004,DEVALMARI,27120607102,KASTURBA GANDHI BALIKA VIDYALAYA  INDARAM,"AT-POST-INDARAM, TA-AHERI, DIST-GADCHIROLI",442705,2011,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,19.352033,79.98506,9,,9422580812,,,9404220796,,kgbvaheri@gmail.com,DIPIKA DHAWAS,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,09.02.032,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,35,35,0,41,41,0,23,23,0,27,27,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,50,50,0,0,0,0,50,50,0,150,150,101 to 250
2020-21,2712,Gadchiroli,10,271205,Chamorshi,0,ZP,271205,271205120,CHAMORSHI,2712050001,CHAMORSHI,27120512012,Z.P. HIGH SCHOO AND JUNIOR COLLEGE CHAMORSHI,AT.PO. TA. CHAMORSHI DIST. GADCHIROLI,442603,1987,1,5,Higher Secondary with grades 6 to 12,3,16,Zilla Parishad,1_Govt,1_Govt,8,12,4,Hindi,03 Hindi,10,19,0,19.938736,79.891397,9,,9421734083,,,8329840639,,zphighschoolchamorshi2018@gmail.com,TALAPALLIWAR AVINASH RAJANNA,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,905013,,2,State Board,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,17,22,39,19,9,28,24,31,55,0,0,0,0,0,0,19,19,38,19,19,38,36,31,67,24,31,55,60,62,122,79,81,160,101 to 250
2020-21,2712,Gadchiroli,10,271205,Chamorshi,0,ZP,271205,271205063,BHADBHIDI (BILAS),2712050015,MAKKEPALLI,27120506302,"GOVT. SECO. ASHRAM SCHOOL, BHADBHIDI (BILAS)",AT.bhadbhidi B ta. chamorshi dist.gadchiroli,442604,1984,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,19.868303,79.991024,2,,9420144003,,,9420144003,,hmbhadbhidi@gmail.com,KU VANDANA WAMANRAO MAHALLE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.05.028,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,12,10,22,17,9,26,20,11,31,19,10,29,26,8,34,0,0,0,0,0,0,3,1,4,49,30,79,52,31,83,45,18,63,0,0,0,45,18,63,97,49,146,101 to 250
2020-21,2712,Gadchiroli,10,271205,Chamorshi,0,ZP,271205,271205019,KONSARI,2712050009,KONSARI,27120501902,Z.P. HIGH SCHOOL KONSARI,Z P HIGH SCHOOL KONSARI,442707,1977,1,3,Higher Secondary with grades 1 to 12,3,16,Zilla Parishad,1_Govt,1_Govt,5,12,10,Marathi,01 Marathi,0,0,0,19.77215,79.843983,2,,9423631188,,,7020385472,,vilasbhoge1977@gmail.com,SHRI.VINOD TULSHIRAM GARMALE,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,09.05.005,,2,State Board,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,16,21,37,19,16,35,21,14,35,15,12,27,19,29,48,12,22,34,0,0,0,10,12,22,56,51,107,66,63,129,34,41,75,12,22,34,46,63,109,112,126,238,101 to 250
2020-21,2712,Gadchiroli,10,271204,Dhanora,0,ZP,271204,271204150,DHANORA,2712040002,DHANORA,27120415005,KASTURBA GANDHI BALIKA VIDYALAYA DHANORA,AT POST TALUKA DHANORA DISTRICT GADCHIROLI,442606,2008,1,7,Secondary with grades 6 to 10,2,16,Zilla Parishad,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,20.273736,80.311304,9,,9403482258,,,8830782302,,kgbvdhanora1@gmail.com,DIPALI R. KULMETHE,2,2,6,6-KGBV,2,0,Not Applicable,0,,0,0,9,2,State Board,907033,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,25,25,0,42,42,0,28,28,0,22,22,0,0,0,0,0,0,0,0,0,0,99,99,0,99,99,0,50,50,0,0,0,0,50,50,0,149,149,101 to 250
2020-21,2712,Gadchiroli,10,271204,Dhanora,0,ZP,271204,271204088,SAWARGAON,2712040007,KOSAMI NO.1,27120408802,GOVT. PRM. ASHRAM SAWARGAON,"AT POST  SAWARGAON   TA  DHANORA   DIST GADCHIROLI, maharashtra",442606,2003,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,19,4,0,20.330216,80.613026,2,,9309797535,,,9309797535,,hmsawargaon@yahoo.com,Mr. D D Galgat,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,907035,,0,Null,,,2,2,0,0,0,5,8,13,2,11,13,17,11,28,8,4,12,15,6,21,10,16,26,12,13,25,12,21,33,16,12,28,10,12,22,0,0,0,0,0,0,47,40,87,34,50,84,81,90,171,26,24,50,0,0,0,26,24,50,107,114,221,101 to 250
2020-21,2712,Gadchiroli,10,271204,Dhanora,0,ZP,271204,271204054,MOHALI,2712040001,MOHALI,27120405403,MODEL SCHOOL MOHALI,At.po .mohali Ta.Dhanora Dist Gadchiroli,442606,2012,1,7,Secondary with grades 6 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,6,10,19,English,02 English,0,0,0,20.34428,80.247548,9,,9422362779,,,9422362779,,mohalimodelschool@gmail.com,MR. NILESH SHANKAR NAITAM,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,09.07.034,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,11,15,26,19,19,38,15,19,34,17,14,31,0,0,0,0,0,0,0,0,0,36,40,76,36,40,76,32,33,65,0,0,0,32,33,65,68,73,141,101 to 250
2020-21,2712,Gadchiroli,10,271204,Dhanora,0,ZP,271204,271204022,GODALWAHI,2712040011,MENDHATOLA,27120402201,GOVT. ASHRAM SCHOOL GODALWAHI,At Godalwahi tah Dhanora Dist Gadchiroli,442606,1991,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,19,4,0,20.150988,80.289887,2,,8275777195,,,8275777195,,hmgodalwahi@gmail.com,Nagesh Venkaty Pottala,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.07.020,,0,Null,,,2,2,0,0,0,5,7,12,13,6,19,3,8,11,5,3,8,20,11,31,14,9,23,17,15,32,14,15,29,20,14,34,16,20,36,0,0,0,0,0,0,46,35,81,45,39,84,91,74,165,36,34,70,0,0,0,36,34,70,127,108,235,101 to 250
2020-21,2712,Gadchiroli,10,271204,Dhanora,0,ZP,271204,271204018,YERMAGAD,2712040005,IRUPTOLA,27120401801,GOVT. ASHRAM SCHOOL YERMAGAD,at.mangewada post - Malewada Tal- Dhanora Dist - Gadchiroli,441209,1973,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,20.456709,80.397894,2,,9420845519,,,9420845519,,hmgasyer@gmail.com,Suresh Pilare,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.07.017,,0,Null,,,2,2,0,0,0,4,4,8,2,1,3,5,1,6,4,4,8,16,7,23,17,18,35,10,12,22,16,16,32,15,22,37,16,14,30,0,0,0,0,0,0,31,17,48,43,46,89,74,63,137,31,36,67,0,0,0,31,36,67,105,99,204,101 to 250
2020-21,2712,Gadchiroli,10,271203,Kurkheda,0,ZP,271203,271203033,GHATI,2712030005,GOTHANGAON,27120303302,"GOVT. P.B. ASHRAM SCHOOL, GHATI","AT-POST-GHATI, TAL-KURKHEDA, DIST-GADCHIROLI",441209,1974,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,20.551943,80.166821,2,,9423390346,,,9423390346,,hmghati123@gmail.com,SHRI RUPCHAND MAHADEO KHOBRAGADE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.10.020,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,10,10,20,13,15,28,35,20,55,27,20,47,20,19,39,0,0,0,0,0,0,7,4,11,58,45,103,65,49,114,47,39,86,0,0,0,47,39,86,112,88,200,101 to 250
2020-21,2712,Gadchiroli,10,271202,Armori,0,ZP,271202,271202060,BHAKRONDI,2712020006,PISEWADADHA,27120206002,GOVT. P. B. ASHRAM SCHOOL BHAKRONDI,"GOVERNMENT SECONDARY ASHRAMSCHOOL, BHAKRONDI",441217,1977,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,20.421071,80.266711,2,,9405984864,,,9423384066,,hmgasbhakrondi@gmail.com,HIRKANYA RAMESH BHURE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.03.019,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,25,16,41,20,20,40,45,20,65,33,21,54,18,12,30,0,0,0,0,0,0,7,13,20,90,56,146,97,69,166,51,33,84,0,0,0,51,33,84,148,102,250,101 to 250
2020-21,2712,Gadchiroli,10,271201,Gadchiroli,0,ZP,271201,271201054,GADCHIROLI,2712010044,BODALI,27120105419,Z.P. HIGH AND JUNIOR COLLEGE GADCHIROLI,"Neat Post Office, Chamorshi Road, Gadchiroli",442605,1948,2,3,Higher Secondary with grades 1 to 12,3,16,Zilla Parishad,1_Govt,1_Govt,5,12,10,Marathi,01 Marathi,0,0,0,20.180357,80.005823,2,7132,9421818028,7132,,9421818028,,zphsgadchiroli@gmail.com,S. S. CHANDANGIRIWAR,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,901005,,2,State Board,901002,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,1,9,5,1,6,16,2,18,10,2,12,23,6,29,46,35,81,39,24,63,2,2,4,29,4,33,31,6,37,33,8,41,85,59,144,118,67,185,149,73,222,101 to 250
2020-21,2712,Gadchiroli,10,271212,Desaiganj,0,ZP,271212,271212021,KURUD,2712120003,KURUD,27121202105,Z. P. HIGH SCHOOL KURUD,"AT POST - KURUD, TA - DESAIGANJ, DIST - GADCHIROLI.",441207,1976,1,6,Secondary with grades 1 to 10,3,16,Zilla Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,20.583347,79.959688,2,7137,8275292809,7137,,9021572482,,zphighschoolkurud@gmail.com, R. V. NARNAVARE,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,09.06.006,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,54,25,23,48,27,24,51,27,24,51,30,14,44,27,27,54,0,0,0,0,0,0,27,27,54,79,71,150,106,98,204,57,41,98,0,0,0,57,41,98,163,139,302,251 to 1000
2020-21,2712,Gadchiroli,10,271211,Bhamragad,0,ZP,271211,271211038,LAHERI,2712110005,LAHERI,27121103802,GOVT. POST BASIC ASHRAM SCHOOL  LAHERI,At Laheri Ta Bhamragad Dist Gadchiroli,442710,1976,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.446414,80.730271,2,,8275091648,,,9404993806,,govtschoollaheri@rediffmail.com,A D Thamake,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,904002,,2,State Board,904004,,2,1,0,0,0,2,6,8,11,9,20,16,10,26,5,16,21,23,10,33,15,9,24,16,13,29,20,18,38,17,8,25,16,6,22,17,7,24,3,3,6,57,51,108,51,40,91,108,91,199,33,14,47,20,10,30,53,24,77,161,115,276,251 to 1000
2020-21,2712,Gadchiroli,10,271211,Bhamragad,0,ZP,271211,271211029,TADGAON,2712110002,TADGAON,27121102902,GOVT. ASHRAM SCHOOL  TADGAON,"AT.TADGAON,TA.BHAMRAGAD,DIST GADCHIROLI",442710,1990,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.420343,80.47492,2,7134,9421732882,7134,202050,9421732882,,hmashramschooltadgaon@gmail.com,M T BHASME,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,0,,0,Null,,,2,1,0,0,0,21,8,29,21,19,40,10,28,38,16,16,32,24,21,45,23,21,44,23,20,43,23,27,50,27,24,51,23,19,42,0,0,0,0,0,0,92,92,184,69,68,137,161,160,321,50,43,93,0,0,0,50,43,93,211,203,414,251 to 1000
2020-21,2712,Gadchiroli,10,271210,Korchi,0,ZP,271210,271210079,KOTGUL,2712100005,DEULBHATTI,27121007902,GOVT. P. B. ASHRAMSHALA KOTGUL,"KOTGUL, TA-KORCHI, DIST-GADCHRIOLI",441209,1972,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,20.54964,80.568283,2,7132,8275523656,7132,,8275523656,,hmgaskotgul@gmail.com,MANERSAY INDARSING KUMRE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,909002,,0,Null,,,2,1,0,0,0,1,2,3,2,0,2,2,2,4,4,3,7,16,14,30,24,28,52,25,27,52,21,24,45,20,19,39,17,23,40,0,0,0,0,0,0,25,21,46,70,79,149,95,100,195,37,42,79,0,0,0,37,42,79,132,142,274,251 to 1000
2020-21,2712,Gadchiroli,10,271210,Korchi,0,ZP,271210,271210077,GYARAPATTI,2712100005,DEULBHATTI,27121007701,GOVT. P.B. ASHRAMSHALA,AT-GYARAPATTI PO-KOTGUL TA- KORCHI DI-GADCHIROLI MAHARASHTRA 442606,441209,1972,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,20.435308,80.563058,2,,9405533097,,,9405533097,,hmgyarapatti@gmail.com,Kishor Kashiram Barde,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,09.09.010,,0,Null,,,2,2,0,0,0,14,4,18,11,12,23,9,7,16,11,13,24,22,11,33,22,14,36,19,21,40,18,23,41,20,11,31,15,15,30,0,0,0,0,0,0,67,47,114,59,58,117,126,105,231,35,26,61,0,0,0,35,26,61,161,131,292,251 to 1000
